study_hours_daily,mock_test_avg,physics_accuracy_pct,chemistry_accuracy_pct,biology_accuracy_pct,revision_cycles,attendance_pct,sleep_hours,dropper_years,coaching_type,exam_medium,school_board,neet_marks,neet_rank
3.33,208.5,32.3,39.6,44.4,3,52.0,8.03,0,none,regional,cbse,205,668773
4.43,254.1,33.5,51.2,51.0,0,73.7,5.72,0,offline,english,cbse,266,417420
8.71,489.4,78.3,89.3,95.7,5,82.2,8.08,0,online,hindi,cbse,560,8642
4.8,357.6,71.3,63.9,76.4,4,75.3,7.26,0,online,hindi,state,403,108391
8.06,447.6,58.6,75.5,72.4,5,80.0,7.15,0,offline,english,state,469,43857
7.82,471.6,55.1,67.1,90.3,4,83.7,5.63,1,hybrid,english,cbse,477,40220
6.55,500.3,68.4,79.6,92.8,6,94.1,6.85,0,offline,english,cbse,512,22919
3.95,395.9,58.8,79.6,78.8,3,89.3,6.6,2,online,hindi,state,429,79797
6.08,330.9,57.1,42.6,51.7,3,73.2,7.84,0,hybrid,hindi,cbse,348,198883
8.58,503.3,66.5,83.9,74.5,3,91.9,6.51,0,offline,hindi,cbse,480,39145
4.45,288.3,52.9,42.5,65.5,0,72.4,7.21,1,hybrid,english,state,306,296916
9.06,564.9,89.9,77.8,79.7,4,81.9,6.32,0,none,hindi,icse,567,7191
3.25,377.4,46.2,51.9,50.3,6,85.0,6.74,0,offline,regional,cbse,370,156203
5.55,305.5,60.9,46.0,61.5,5,63.8,7.7,1,hybrid,english,cbse,378,145500
6.46,445.6,79.6,66.2,91.7,5,77.3,6.4,0,offline,hindi,cbse,483,33832
4.43,421.1,55.3,57.3,61.2,3,79.9,7.44,0,none,english,cbse,445,62407
5.3,339.2,49.9,43.0,72.8,4,73.7,6.85,1,offline,regional,cbse,394,117403
5.91,505.5,57.5,61.6,66.3,2,81.7,7.43,0,offline,english,cbse,444,63846
4.68,375.1,62.9,61.3,75.2,2,93.2,7.89,0,none,english,cbse,385,133623
8.25,614.1,89.6,88.2,99.0,6,90.5,6.96,0,offline,english,cbse,658,1
4.46,323.1,48.6,69.3,62.1,3,68.4,7.97,0,offline,hindi,cbse,345,202112
5.99,387.6,61.6,66.0,70.7,4,80.4,7.78,2,offline,english,cbse,377,144646
7.65,389.2,67.8,72.2,70.8,3,93.9,7.2,0,online,english,state,404,107102
4.32,326.1,42.7,50.7,67.4,2,80.7,7.47,0,hybrid,english,cbse,358,180591
4.14,442.6,77.4,80.8,90.4,7,86.8,6.78,0,offline,english,icse,521,17154
6.05,382.7,67.2,66.2,63.6,3,76.2,6.64,2,none,english,state,389,126619
6.18,347.1,57.9,58.8,63.3,3,84.8,7.31,1,offline,english,cbse,387,132654
6.66,430.3,84.7,89.4,80.4,6,79.0,6.52,0,online,english,state,503,26602
6.62,373.8,51.6,61.7,71.5,3,75.6,6.73,0,online,english,cbse,321,256583
7.74,585.1,97.1,83.2,80.5,8,84.1,7.41,0,offline,regional,state,606,4213
5.58,445.7,74.2,74.9,79.3,5,94.9,7.85,0,offline,english,cbse,480,38723
6.82,412.6,72.5,59.2,74.0,4,96.9,5.07,0,offline,english,state,424,83261
8.4,688.3,85.3,89.1,98.5,5,100.0,6.81,0,online,regional,state,671,3067
8.03,478.6,93.1,87.9,91.6,3,91.1,7.47,0,hybrid,english,cbse,527,18276
3.61,211.9,38.8,34.9,49.8,2,53.6,7.11,0,hybrid,hindi,state,217,611482
6.6,381.9,69.8,70.5,64.0,3,81.2,7.51,1,online,english,cbse,407,103706
6.98,497.1,88.9,73.5,64.5,3,83.1,7.4,0,offline,hindi,state,475,42878
3.25,153.8,27.9,32.5,47.0,0,63.2,7.38,0,offline,regional,cbse,165,885205
5.21,236.0,52.9,52.9,41.2,4,69.1,6.86,1,online,regional,cbse,249,475654
5.6,298.9,52.2,49.4,55.6,2,80.2,6.39,1,none,hindi,state,267,414222
5.35,258.8,31.4,52.1,43.3,3,69.4,6.13,1,none,english,cbse,236,532395
6.64,383.1,79.8,72.7,78.1,4,83.5,7.17,0,hybrid,regional,cbse,486,35059
4.04,414.3,67.8,89.5,73.6,7,94.8,6.26,0,hybrid,english,cbse,510,23812
7.62,500.5,75.9,73.1,74.9,4,88.2,7.43,0,online,hindi,cbse,469,44334
4.76,387.4,65.3,56.2,75.6,4,76.1,7.92,0,hybrid,regional,state,434,73975
6.51,272.6,40.8,40.3,61.8,4,64.6,7.69,1,offline,english,cbse,273,390785
5.19,417.4,82.7,72.8,85.6,5,89.3,6.82,0,offline,english,cbse,490,34396
7.52,402.3,58.6,74.3,62.4,4,85.2,7.73,0,offline,hindi,cbse,399,114041
4.02,415.9,53.8,73.6,64.5,4,84.0,5.47,1,none,regional,icse,420,87082
7.48,526.6,73.5,81.9,90.7,4,92.9,6.55,0,offline,hindi,cbse,534,14800
5.02,422.3,35.2,72.6,57.4,5,86.6,5.87,1,hybrid,english,cbse,411,99117
5.64,359.2,41.7,47.1,53.0,3,76.3,7.38,0,offline,english,icse,353,188454
8.11,405.7,71.3,73.6,70.3,5,78.6,6.41,1,none,hindi,state,440,68464
6.68,338.7,45.2,58.1,83.4,4,86.9,6.34,2,online,english,cbse,407,105809
7.86,551.3,80.0,93.7,79.6,0,87.6,5.74,0,online,regional,state,515,23736
6.57,309.3,45.0,51.1,52.5,3,71.7,7.23,0,online,hindi,state,308,292562
3.98,373.3,57.0,60.0,51.9,3,77.1,7.24,0,none,hindi,state,343,208636
6.6,376.8,62.0,64.1,63.7,1,73.6,6.51,1,offline,english,cbse,388,126741
6.77,296.5,44.6,79.5,70.4,2,64.3,7.39,0,offline,regional,cbse,323,251982
6.59,457.9,67.5,67.5,81.3,4,85.6,6.59,1,hybrid,english,state,453,56940
4.87,376.1,55.5,62.6,69.7,3,90.9,7.63,0,online,hindi,cbse,350,193900
7.24,495.2,74.6,74.4,77.3,6,97.0,5.97,1,offline,english,cbse,511,21186
5.34,294.5,57.7,64.2,62.4,5,70.9,8.32,0,hybrid,hindi,cbse,363,166824
6.7,382.2,57.9,83.5,86.9,4,81.3,8.28,0,offline,english,cbse,424,83743
5.2,355.4,61.4,77.8,76.5,3,66.6,6.79,0,none,regional,cbse,379,143264
5.66,201.3,39.8,33.3,65.2,3,68.8,8.12,2,offline,english,cbse,287,349083
7.22,526.3,82.0,84.7,78.9,7,100.0,6.58,0,hybrid,english,cbse,572,6672
4.61,265.2,52.7,52.8,71.9,3,71.2,7.57,0,hybrid,english,state,316,270471
7.62,433.6,53.7,77.3,79.3,6,96.5,5.5,0,offline,english,cbse,473,44735
6.79,512.7,80.6,76.1,92.3,7,78.3,6.55,1,offline,hindi,cbse,569,7245
4.8,346.1,57.5,80.1,79.7,5,80.1,7.8,0,hybrid,english,cbse,460,51619
5.57,515.5,66.0,73.5,77.3,5,88.8,8.42,0,offline,regional,state,505,25959
5.34,363.0,47.0,49.4,67.3,2,84.1,7.11,0,none,hindi,state,338,217329
5.98,475.5,51.9,72.3,66.7,5,79.4,6.23,0,none,english,state,430,76984
6.04,381.2,66.6,59.3,68.1,2,59.1,7.35,1,none,english,cbse,372,155947
2.27,191.2,32.7,30.0,36.5,4,74.5,6.56,0,offline,english,cbse,243,501853
2.07,203.8,34.3,46.1,28.9,3,56.0,6.88,1,offline,hindi,state,228,563124
3.78,417.3,76.0,61.5,62.8,4,72.8,7.05,0,hybrid,english,state,434,74462
5.7,406.3,79.1,55.6,57.8,3,71.1,7.46,0,hybrid,english,cbse,447,61758
5.47,203.7,36.3,48.1,45.5,1,60.6,6.51,0,offline,hindi,cbse,208,654005
8.46,474.2,67.9,71.0,79.6,4,78.2,6.53,2,hybrid,regional,icse,480,37601
6.41,455.8,69.6,97.1,90.1,8,87.7,7.19,0,none,hindi,icse,538,11791
7.34,505.7,80.6,74.1,77.9,6,96.7,7.43,0,online,english,cbse,544,10258
2.74,297.8,32.4,40.9,65.7,3,70.3,6.51,1,none,hindi,cbse,265,421414
6.84,264.9,58.2,44.9,57.3,3,62.1,6.68,1,online,english,cbse,285,355898
7.09,384.6,61.4,51.5,72.8,3,66.1,7.08,1,offline,hindi,icse,400,114149
7.62,491.6,72.2,64.3,81.6,5,93.2,7.1,0,online,english,cbse,501,25304
6.57,535.5,67.6,85.4,93.8,5,82.7,7.28,1,hybrid,english,cbse,516,21182
6.17,425.9,74.0,55.2,60.2,6,82.4,7.27,2,offline,english,icse,436,72498
5.44,444.2,56.8,63.2,68.5,1,76.0,7.01,0,hybrid,hindi,cbse,353,187416
7.37,351.6,68.2,52.5,55.4,2,77.5,7.65,1,none,english,state,315,267932
7.93,445.3,74.3,90.7,87.0,2,92.2,7.39,0,offline,english,cbse,486,35667
5.96,401.0,68.5,61.0,78.2,4,85.0,7.97,0,hybrid,english,cbse,441,66877
6.76,393.5,55.9,73.9,79.6,4,78.4,6.6,0,none,english,cbse,427,80064
4.78,443.8,73.5,65.5,74.3,5,79.8,6.43,0,offline,english,cbse,471,42309
2.77,232.3,27.1,41.2,56.9,1,65.7,7.3,0,none,hindi,cbse,244,498600
7.12,463.6,82.7,77.8,83.2,4,94.6,7.05,1,hybrid,english,state,557,8334
4.93,390.3,80.6,74.5,71.6,5,86.3,7.45,0,none,english,cbse,432,79393
5.38,512.2,67.7,73.0,95.4,6,79.1,5.88,0,online,english,cbse,529,15970
6.83,467.8,84.9,80.7,76.7,5,93.3,6.39,0,offline,english,cbse,533,16460
3.63,160.6,44.0,36.1,37.9,0,65.2,6.84,1,online,english,cbse,168,867842
6.35,584.7,89.5,94.4,95.3,6,76.5,7.28,0,offline,english,state,592,2482
7.05,518.8,85.2,85.9,84.3,6,83.8,6.09,1,offline,hindi,cbse,566,8391
6.94,460.8,76.2,88.9,76.3,5,92.9,7.38,0,online,english,cbse,535,12540
5.45,411.4,62.0,73.8,77.9,2,80.7,6.28,0,none,english,cbse,434,72467
7.3,525.6,65.9,76.2,62.2,3,95.5,6.43,1,hybrid,english,cbse,469,44849
6.71,450.1,71.2,85.9,83.9,6,88.5,6.26,1,offline,hindi,cbse,524,18390
7.44,385.9,50.4,58.6,46.2,5,76.8,7.07,1,offline,hindi,cbse,369,156535
9.57,587.3,99.0,99.0,92.6,7,97.5,7.2,1,online,english,cbse,619,1898
7.22,496.7,79.9,82.6,92.4,5,86.6,8.34,0,offline,hindi,state,542,11624
4.21,361.7,53.2,60.4,65.1,3,82.0,7.52,0,none,english,icse,341,211961
5.39,428.9,67.5,54.9,67.8,3,82.2,7.01,0,offline,english,cbse,429,79084
3.43,259.8,41.5,43.8,50.1,3,67.7,7.03,2,hybrid,hindi,cbse,296,321553
4.49,340.5,50.0,65.5,59.0,5,86.1,7.4,0,offline,english,state,365,165208
6.26,341.3,61.5,61.7,51.7,4,80.8,8.64,1,online,regional,cbse,359,175075
6.18,440.3,70.2,60.2,70.4,5,87.4,6.52,1,online,regional,cbse,443,66602
5.4,367.3,66.7,60.6,60.6,3,73.7,8.36,0,hybrid,english,cbse,382,137370
7.17,385.9,55.7,60.8,75.2,4,77.3,7.48,0,hybrid,english,state,385,133638
7.14,473.7,71.7,75.5,97.7,4,85.3,6.5,0,offline,english,cbse,510,19515
7.9,643.2,99.0,75.4,97.3,7,82.6,6.93,0,offline,hindi,cbse,667,356
5.15,338.1,73.6,53.6,59.7,3,80.6,6.01,0,online,english,cbse,391,127094
5.33,399.1,65.5,63.7,57.6,5,75.3,7.53,0,offline,english,state,401,111981
7.3,444.7,59.3,68.8,70.9,5,85.6,6.17,0,offline,english,icse,425,82240
6.85,504.9,56.2,89.2,70.7,4,80.7,7.07,0,none,english,icse,529,16325
5.41,445.6,67.4,61.9,61.0,2,89.8,7.1,0,none,english,icse,392,123870
4.25,362.3,78.7,63.8,63.3,6,69.3,7.56,0,offline,english,cbse,427,82052
7.05,401.6,69.2,62.0,77.6,4,67.4,6.68,0,hybrid,hindi,cbse,428,79367
4.44,184.0,37.5,35.7,41.7,2,74.1,7.55,0,none,english,cbse,218,608522
4.25,421.6,61.9,69.7,74.7,6,67.0,7.03,1,offline,hindi,cbse,458,50733
4.11,260.5,64.7,41.6,59.7,3,61.6,7.1,0,offline,regional,cbse,324,247100
6.66,406.6,71.4,71.8,75.1,3,69.3,7.36,0,hybrid,english,cbse,464,47973
4.91,395.0,56.6,54.1,48.5,3,83.0,6.23,0,offline,english,state,374,153915
6.75,283.3,45.3,58.1,59.0,5,77.6,7.17,0,offline,hindi,state,351,190404
8.5,424.9,65.5,58.2,76.4,5,87.0,6.32,2,offline,english,cbse,445,64490
3.55,274.5,55.2,44.4,46.5,7,78.7,6.95,1,offline,hindi,state,340,217314
4.61,352.4,44.6,57.7,48.7,0,78.5,6.25,0,offline,regional,cbse,330,235266
5.75,205.7,43.9,37.3,55.9,1,62.3,6.06,2,hybrid,hindi,cbse,237,526863
5.97,466.1,75.6,54.2,67.7,3,83.0,6.79,0,none,english,cbse,458,53192
8.34,552.8,73.3,82.2,81.3,6,94.8,6.79,1,online,english,state,563,6619
7.14,639.6,98.2,79.4,89.0,4,97.7,7.18,0,none,english,cbse,651,609
3.03,322.1,67.1,52.1,51.6,2,66.9,7.37,0,offline,english,state,329,237910
7.33,480.3,62.4,82.9,75.5,4,85.7,7.26,0,hybrid,english,icse,497,28740
4.55,335.0,49.5,49.8,57.8,3,74.2,6.94,0,offline,english,cbse,325,243797
7.91,274.7,43.0,53.1,41.3,2,74.3,6.61,2,offline,regional,state,270,401487
6.89,374.5,67.2,72.2,53.0,5,81.9,8.08,0,offline,english,cbse,401,109938
6.1,558.5,74.5,91.9,89.9,4,92.4,7.59,0,none,english,state,554,10479
5.21,265.1,33.5,35.4,48.6,3,64.6,6.76,0,online,english,cbse,220,599113
5.46,414.5,52.6,60.4,56.9,3,80.7,6.96,0,hybrid,english,cbse,366,164570
5.88,391.4,57.1,64.7,63.6,1,73.4,6.46,0,online,hindi,cbse,372,153153
5.32,446.2,63.1,65.9,73.1,6,86.0,8.06,0,online,english,cbse,456,55534
7.43,553.1,88.3,68.5,92.7,4,88.2,6.96,0,offline,english,state,515,23460
7.14,428.8,76.2,76.3,53.9,4,75.4,6.06,0,none,english,cbse,434,75242
7.46,457.9,59.4,77.3,72.7,3,80.4,6.83,1,online,english,cbse,425,81797
6.96,367.2,65.3,76.2,65.6,8,75.6,6.06,0,offline,hindi,state,425,82963
10.39,488.2,73.6,60.2,71.2,7,82.1,6.35,1,none,regional,cbse,491,33739
6.74,549.2,99.0,83.2,93.4,5,89.8,6.95,0,hybrid,english,state,583,5047
6.49,256.5,35.2,39.7,49.8,3,66.5,6.73,1,offline,english,cbse,238,520406
5.36,277.0,43.8,36.3,48.5,3,56.8,7.31,2,offline,english,cbse,276,382955
4.43,311.8,67.9,55.0,51.9,1,81.5,7.44,0,hybrid,english,state,377,143949
7.57,612.3,63.1,85.7,92.3,6,86.0,7.24,1,offline,english,state,608,1656
8.28,541.8,96.6,83.1,75.1,6,100.0,7.27,0,none,english,cbse,588,4660
5.53,434.5,59.3,80.9,78.3,6,84.2,7.89,0,offline,english,cbse,479,37790
1.98,209.6,20.9,22.4,37.4,2,56.2,7.8,1,offline,hindi,icse,153,959982
6.48,383.4,62.4,66.2,64.2,2,71.7,6.38,0,online,english,cbse,346,202066
6.77,406.1,68.5,59.0,82.2,3,84.0,7.96,1,hybrid,regional,cbse,437,71924
4.63,316.6,60.3,59.0,71.1,2,68.4,8.73,0,none,hindi,cbse,368,161295
5.38,470.3,83.0,82.2,83.9,5,94.5,6.5,0,hybrid,hindi,state,497,29963
5.01,226.6,45.1,60.5,56.7,4,74.6,6.63,0,offline,english,state,289,341758
7.25,348.2,66.8,52.3,56.9,1,89.2,7.71,2,offline,hindi,cbse,369,158500
6.99,543.8,99.0,89.8,97.6,6,95.9,7.69,1,none,english,cbse,604,3017
6.27,344.8,63.0,44.2,69.8,5,71.1,6.75,1,hybrid,hindi,cbse,387,133156
9.34,551.1,75.1,83.7,82.5,5,89.7,5.71,1,offline,english,cbse,591,5166
5.7,300.2,51.8,50.0,42.8,1,68.6,5.92,1,none,english,cbse,268,409506
5.51,441.5,59.4,63.5,67.3,6,77.8,6.7,0,hybrid,english,cbse,450,58730
5.89,357.8,42.3,58.2,60.0,4,78.0,8.01,2,offline,english,cbse,387,131402
6.11,464.5,73.4,71.6,74.4,3,80.0,7.18,0,online,english,state,477,40103
5.04,329.5,48.4,51.4,59.1,2,77.0,6.91,0,hybrid,hindi,cbse,315,271749
5.34,381.6,57.9,54.2,74.2,3,80.5,8.23,1,none,hindi,state,387,129757
6.36,437.6,57.7,64.1,78.2,4,84.9,7.31,1,none,english,cbse,468,44939
4.13,220.2,32.2,47.3,49.6,4,54.7,7.0,0,offline,hindi,cbse,254,458448
3.83,397.4,70.4,74.7,64.3,4,78.8,6.47,0,hybrid,english,cbse,414,96448
4.47,225.7,47.4,46.9,52.0,3,61.0,6.64,0,hybrid,english,state,248,482774
8.55,392.8,56.9,63.8,67.6,6,68.7,7.88,0,offline,hindi,cbse,422,85025
4.57,410.3,62.7,68.1,72.6,5,73.8,7.13,0,offline,english,cbse,427,80838
7.95,464.7,67.4,70.1,82.6,7,81.3,5.77,0,none,hindi,cbse,523,17786
7.62,493.7,73.0,71.9,74.3,5,82.3,6.67,0,hybrid,hindi,state,519,19522
7.67,523.3,63.4,93.3,90.7,7,98.7,7.15,0,hybrid,hindi,state,605,2346
6.38,460.7,74.7,79.9,80.1,2,94.1,7.06,0,hybrid,english,cbse,482,36712
7.28,380.4,70.3,78.6,82.2,5,91.3,7.93,0,offline,hindi,cbse,464,48258
7.62,313.4,58.0,62.3,81.8,3,83.9,7.6,0,offline,english,cbse,401,111493
8.86,521.6,65.6,97.4,99.0,6,81.3,6.1,1,none,hindi,icse,572,8511
6.27,352.3,64.7,77.9,79.5,5,75.4,6.64,0,offline,english,cbse,459,51201
6.77,448.1,68.2,77.9,89.8,5,64.2,7.13,1,offline,english,cbse,482,34010
3.71,194.2,30.4,46.8,39.0,4,65.4,7.68,1,none,english,cbse,243,500999
5.44,319.8,46.9,63.8,56.3,4,85.9,6.6,0,hybrid,hindi,state,344,206321
6.66,409.4,67.0,64.4,72.7,4,81.3,7.55,0,offline,hindi,state,407,103590
6.01,414.3,64.8,69.0,74.8,5,72.2,6.78,0,offline,english,cbse,428,80595
5.68,325.0,59.1,77.2,61.9,2,69.6,7.56,1,online,english,cbse,373,150607
5.95,389.7,83.3,71.1,72.0,7,83.9,7.11,0,online,english,state,471,45598
8.32,444.9,73.6,66.6,81.3,4,79.2,6.85,0,hybrid,english,cbse,488,34655
4.32,192.3,26.0,25.4,40.8,3,69.9,7.46,1,hybrid,english,cbse,216,614132
6.05,379.7,73.1,61.1,64.6,6,84.7,7.29,0,online,english,state,454,53623
2.33,328.7,47.9,44.7,61.6,4,71.0,7.61,0,hybrid,hindi,state,331,233697
7.84,444.9,72.7,80.5,82.8,4,78.2,6.89,0,offline,english,cbse,491,32300
7.47,485.1,61.4,61.4,72.5,4,87.1,7.55,1,offline,english,cbse,432,77454
7.73,539.6,72.7,58.4,70.7,6,77.5,8.46,2,online,hindi,cbse,508,25946
5.5,247.3,33.3,42.0,49.5,2,68.7,7.86,2,offline,english,cbse,254,457352
5.71,458.7,82.6,65.0,75.4,4,90.3,6.81,0,hybrid,regional,cbse,435,73355
4.19,208.7,49.3,49.6,42.4,2,65.7,7.97,0,hybrid,english,state,254,459938
8.3,419.6,61.8,84.9,65.9,4,94.2,7.27,0,offline,english,state,490,32053
5.54,465.4,58.3,73.0,64.5,5,79.9,7.84,2,none,english,cbse,464,46634
3.99,347.1,59.3,66.0,55.7,7,83.2,7.68,0,online,english,state,381,135774
6.12,567.5,99.0,94.9,95.3,4,98.9,7.28,0,offline,english,icse,659,1022
5.99,417.4,76.6,54.6,70.9,1,79.8,5.57,0,offline,english,cbse,402,108725
9.29,504.8,93.0,63.9,88.6,5,80.2,6.4,1,online,hindi,cbse,532,15106
5.39,313.0,53.4,59.0,60.5,2,73.8,7.77,0,none,english,cbse,315,273595
7.66,417.9,79.0,78.9,76.2,4,89.4,7.78,0,none,english,cbse,480,38377
3.03,279.0,51.9,49.4,51.5,1,66.7,6.58,2,online,english,cbse,239,515631
3.09,219.0,55.5,44.0,51.5,4,63.3,6.69,0,online,regional,cbse,259,442275
5.37,464.5,69.9,63.5,67.3,4,84.5,7.75,0,offline,english,cbse,410,100431
7.59,358.5,58.8,68.3,72.3,5,81.0,6.69,0,offline,english,cbse,385,135001
5.74,389.7,69.4,69.1,68.2,6,72.0,7.37,0,online,hindi,cbse,409,102136
4.92,335.4,38.8,50.2,65.3,3,62.7,7.53,0,online,english,state,333,228790
4.67,246.2,53.3,40.8,37.5,1,73.2,7.95,0,hybrid,hindi,cbse,216,618369
8.13,553.3,97.2,75.9,93.5,5,86.1,7.9,2,offline,english,state,599,1397
7.09,346.0,58.9,42.6,60.7,3,68.9,6.37,0,offline,english,state,407,102797
9.32,468.3,72.4,79.3,80.4,6,96.5,6.28,0,hybrid,regional,cbse,504,25853
9.03,545.3,91.4,92.2,89.4,6,100.0,7.55,0,none,hindi,state,606,1128
7.51,402.5,80.0,83.8,70.6,5,97.8,6.92,0,offline,hindi,cbse,508,23446
6.26,429.9,74.6,67.5,72.9,4,83.3,7.36,1,none,english,cbse,448,58591
8.16,524.8,81.5,73.3,90.7,6,99.7,6.06,1,offline,english,state,530,16020
6.03,616.2,85.0,87.0,83.7,6,80.5,6.98,2,online,english,cbse,609,2561
6.94,523.1,99.0,81.6,99.0,6,89.1,7.64,0,none,english,cbse,569,2213
5.31,575.7,69.8,90.5,76.2,3,85.0,7.45,0,none,hindi,state,534,13286
8.17,590.2,75.5,94.3,77.4,4,88.2,6.87,0,offline,regional,state,567,7556
5.42,340.2,49.9,65.9,57.6,2,78.4,5.88,0,offline,english,cbse,344,207620
5.45,251.9,64.9,38.1,52.2,4,72.8,6.2,0,offline,english,cbse,236,531446
5.78,319.6,58.3,50.2,60.8,2,70.9,7.84,0,hybrid,regional,cbse,305,296880
8.91,538.6,76.5,91.5,88.4,5,90.7,7.14,1,none,english,cbse,586,3852
5.48,337.7,76.9,58.0,55.5,3,69.7,7.44,2,none,english,cbse,325,246048
5.37,477.9,66.7,61.3,81.2,3,67.5,7.93,1,offline,regional,state,464,46972
5.87,130.1,28.3,51.1,40.0,1,64.5,7.45,0,offline,regional,state,166,880500
6.73,593.2,72.3,82.2,96.4,9,93.2,6.45,0,hybrid,hindi,cbse,629,310
6.07,392.5,60.9,65.6,63.2,4,84.5,7.33,1,none,english,cbse,406,102885
8.41,509.5,85.8,86.8,89.1,8,80.5,7.11,0,none,regional,state,555,11849
5.06,319.5,57.6,58.3,64.4,3,65.9,7.34,0,online,regional,cbse,370,154235
3.25,239.4,55.0,57.4,61.9,3,54.6,7.74,0,offline,english,cbse,329,237700
7.68,288.4,52.3,57.7,66.3,3,78.2,6.84,0,hybrid,hindi,cbse,350,195742
4.65,337.0,51.9,55.1,54.1,4,69.6,7.06,0,online,english,state,313,278402
7.21,351.9,56.1,76.3,74.9,4,69.7,6.94,0,none,hindi,icse,444,65207
5.49,371.5,68.7,42.4,60.9,3,77.7,7.83,0,none,hindi,cbse,335,226334
8.5,564.2,87.9,86.8,98.0,6,100.0,8.05,0,offline,english,cbse,624,143
8.0,489.7,68.4,76.5,79.1,4,80.1,6.94,1,hybrid,hindi,cbse,525,16471
5.23,414.0,67.5,68.1,67.2,4,84.0,7.76,0,offline,english,cbse,411,99583
4.97,234.9,39.5,60.9,51.2,4,71.3,7.63,0,none,english,cbse,319,263563
7.58,297.0,58.7,60.7,50.6,5,86.5,8.41,0,none,english,state,338,220610
5.83,275.0,40.8,37.3,43.2,4,70.9,8.38,0,hybrid,english,cbse,309,287552
5.41,198.1,28.0,45.0,50.2,2,61.8,7.28,0,hybrid,english,cbse,181,793165
8.44,559.7,81.7,88.8,99.0,8,88.3,6.6,0,hybrid,english,state,610,2804
6.24,371.2,76.8,75.3,62.5,5,90.0,5.69,1,hybrid,regional,state,397,114250
5.43,424.0,59.9,65.9,68.6,3,90.0,7.34,2,hybrid,english,state,403,107620
8.63,515.9,77.8,77.0,88.6,4,80.4,7.04,0,none,english,cbse,574,4597
5.71,383.4,69.4,67.9,79.0,2,70.0,7.29,0,offline,english,cbse,420,87208
4.26,262.9,39.2,48.9,46.5,5,70.9,7.52,1,offline,english,state,301,309038
7.43,546.2,77.9,81.9,84.4,3,78.8,7.4,1,offline,hindi,icse,493,30761
2.77,242.1,38.9,33.4,37.5,2,59.5,7.46,0,offline,regional,icse,193,733249
4.16,237.3,41.0,31.5,61.6,3,60.6,6.63,1,online,hindi,cbse,274,391070
3.91,315.6,37.6,54.6,71.2,1,66.9,7.73,0,online,english,cbse,345,204625
5.46,437.5,72.6,61.3,73.8,6,69.8,7.2,2,online,english,cbse,451,60053
4.76,384.6,59.4,52.1,65.8,7,83.4,6.93,1,online,english,cbse,406,103070
5.02,284.9,27.5,45.7,50.0,2,64.9,8.67,2,offline,regional,cbse,247,485428
8.25,473.6,77.3,72.4,95.9,5,91.8,7.03,0,offline,english,state,535,14494
5.17,307.8,50.9,55.6,62.9,2,70.2,6.86,0,offline,english,cbse,320,258141
4.91,351.1,75.0,74.7,67.1,5,82.0,7.61,0,hybrid,english,cbse,432,75113
6.61,574.8,75.0,69.5,85.7,2,86.0,8.65,1,hybrid,english,state,555,11563
6.64,431.9,61.0,75.0,75.7,4,85.8,7.48,0,hybrid,hindi,cbse,484,34674
6.43,360.1,35.0,62.8,61.6,4,66.2,6.78,0,offline,english,cbse,371,154881
8.7,516.7,81.7,80.6,94.0,5,98.7,8.61,0,offline,english,state,606,6057
4.79,305.9,54.8,60.2,47.6,3,69.0,7.68,0,none,english,state,322,256758
6.31,234.9,43.8,37.5,43.1,3,61.8,7.45,1,offline,hindi,icse,285,357086
5.58,413.6,46.5,60.2,48.3,4,76.2,6.69,2,offline,regional,cbse,405,105854
5.17,439.5,69.2,64.9,74.2,4,91.6,7.22,0,offline,english,cbse,449,57633
6.38,430.0,74.7,69.8,76.3,6,90.7,7.7,0,none,english,cbse,493,31830
9.09,577.2,95.7,95.2,82.5,4,95.9,7.36,1,hybrid,hindi,cbse,595,5351
7.2,445.9,70.4,86.6,82.5,3,83.9,5.52,0,offline,english,state,476,39858
7.47,385.5,63.3,78.2,86.0,4,76.2,6.76,0,hybrid,english,state,449,58269
5.68,321.9,64.5,60.5,59.2,4,77.4,7.38,0,offline,hindi,state,352,189962
5.17,322.7,56.6,46.1,66.6,1,73.3,6.26,0,hybrid,english,cbse,327,243809
5.91,414.6,73.2,54.5,68.2,3,88.7,6.01,0,offline,regional,state,441,67092
2.81,195.0,40.3,39.5,41.3,0,58.1,8.2,0,offline,hindi,cbse,181,796242
7.12,459.5,86.1,55.4,68.6,4,89.3,7.02,2,hybrid,english,cbse,438,68983
5.49,343.9,43.6,54.9,56.1,2,81.9,6.97,1,none,english,cbse,267,412379
4.2,266.6,39.5,48.6,58.1,1,76.8,7.16,1,none,hindi,cbse,291,337632
7.04,462.6,69.2,64.3,69.6,3,88.5,7.43,0,offline,english,state,447,62322
5.81,309.9,35.8,50.2,65.0,2,70.9,7.52,2,online,english,cbse,289,344951
8.39,506.3,66.5,75.0,85.8,4,83.0,7.46,0,online,english,cbse,480,37723
5.66,480.5,70.3,78.9,81.9,3,94.6,7.45,0,online,english,state,521,21130
4.34,324.0,44.4,51.2,50.1,3,75.0,7.81,0,none,hindi,state,263,430030
5.99,478.9,79.9,80.9,99.0,5,80.6,7.83,1,hybrid,hindi,state,540,12480
4.74,342.3,39.5,47.9,63.1,5,84.3,8.25,1,offline,hindi,state,369,160632
5.1,268.8,32.3,61.8,44.7,5,68.7,7.44,0,offline,hindi,cbse,267,416362
